Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/search?q=[term],7466,0,13,73.68352429679004,2.8365999896777794,1286.5847000066424,1228.1271095633538,127.95148588056269,0.0,13,35,89,130,230,310,450,560,1300,1300,1300
,Aggregated,7466,0,13,73.68352429679004,2.8365999896777794,1286.5847000066424,1228.1271095633538,127.95148588056269,0.0,13,35,89,130,230,310,450,560,1300,1300,1300
