Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785725655,50,,Aggregated,133.500000,0.000000,12,28,92,150,270,400,560,1100,1300,1300,1300,3462,0,12,88.41617677647204,3.4251000033691525,1286.5847000066424,1227.4145002888504
1785725656,50,,Aggregated,135.500000,0.000000,12,30,95,150,270,400,560,1100,1300,1300,1300,3605,0,12,88.3207109847914,3.4251000033691525,1286.5847000066424,1226.7644937586686
1785725657,50,,Aggregated,132.000000,0.000000,12,31,97,150,270,390,560,1100,1300,1300,1300,3712,0,12,88.19597548492688,3.4251000033691525,1286.5847000066424,1227.2825969827586
1785725658,50,,Aggregated,128.400000,0.000000,12,31,97,150,270,390,550,1100,1300,1300,1300,3855,0,12,86.77698129699107,3.4251000033691525,1286.5847000066424,1227.671335927367
1785725659,50,,Aggregated,127.700000,0.000000,12,32,98,150,270,380,530,1000,1300,1300,1300,3966,0,12,86.3138360564656,3.4251000033691525,1286.5847000066424,1226.3940998487142
1785725660,50,,Aggregated,130.400000,0.000000,13,36,110,150,260,360,530,960,1300,1300,1300,4111,0,13,86.74403152517586,3.4251000033691525,1286.5847000066424,1227.377037217222
1785725661,50,,Aggregated,128.100000,0.000000,13,38,110,160,260,360,520,960,1300,1300,1300,4232,0,13,86.62074704630568,3.4251000033691525,1286.5847000066424,1227.2963137996219
1785725662,50,,Aggregated,125.400000,0.000000,13,38,110,160,260,360,520,950,1300,1300,1300,4364,0,13,86.49559802931188,3.4251000033691525,1286.5847000066424,1228.7016498625114
1785725663,50,,Aggregated,122.500000,0.000000,13,36,110,150,260,350,510,930,1300,1300,1300,4520,0,13,84.76042351766273,3.4251000033691525,1286.5847000066424,1227.7851769911504
1785725664,50,,Aggregated,126.600000,0.000000,13,36,100,150,250,350,500,920,1300,1300,1300,4656,0,13,83.6907263960008,3.4251000033691525,1286.5847000066424,1227.6503436426117
1785725665,50,,Aggregated,131.700000,0.000000,13,38,110,150,250,340,500,870,1300,1300,1300,4778,0,13,83.99426251564007,3.4251000033691525,1286.5847000066424,1227.930096274592
