Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/search?q=[term],9048,0,8,14.801108156514925,3.125699993688613,515.7560999941779,1218.3320070733864,152.3378702112228,0.0,8,10,12,15,26,46,85,130,270,520,520
,Aggregated,9048,0,8,14.801108156514925,3.125699993688613,515.7560999941779,1218.3320070733864,152.3378702112228,0.0,8,10,12,15,26,46,85,130,270,520,520
